Model,MSO3012
Firmware Version,2.40

Waveform Type,ANALOG
Point Format,Y
Horizontal Units,s
Horizontal Scale,0.0002
Horizontal Delay,0
Sample Interval,2e-07
Record Length,10000
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,2
Vertical Position,0
,
,
,
Label,
TIME,CH1
4.938e-04,4.91594
4.940e-04,4.9075
4.942e-04,4.91156
4.944e-04,4.90844
4.946e-04,4.90969
4.948e-04,4.91906
4.950e-04,4.91188
4.952e-04,4.91625
4.954e-04,4.90875
4.956e-04,4.91219
4.958e-04,4.91
4.960e-04,4.91594
4.962e-04,4.91156
4.964e-04,4.90969
4.966e-04,4.91406
4.968e-04,4.91094
4.970e-04,4.90688
4.972e-04,4.90688
4.974e-04,4.90937
4.976e-04,4.91094
4.978e-04,4.91
4.980e-04,4.91063
4.982e-04,4.91219
4.984e-04,4.90469
4.986e-04,4.915
4.988e-04,4.90875
4.990e-04,4.91188
4.992e-04,4.9125
4.994e-04,4.9125
4.996e-04,4.91781
4.998e-04,4.91219
5.000e-04,4.90844
5.002e-04,4.90688
5.004e-04,4.90906
5.006e-04,4.91688
5.008e-04,4.9025
5.010e-04,4.90813
5.012e-04,4.90594
5.014e-04,4.90844
5.016e-04,4.90281
5.018e-04,4.91094
5.020e-04,4.9075
5.022e-04,4.90625
5.024e-04,4.90875
5.026e-04,4.90937
5.028e-04,4.91094
5.030e-04,4.91531
5.032e-04,4.91625
5.034e-04,4.91406
5.036e-04,4.91156
5.038e-04,4.91406
5.040e-04,4.90344
5.042e-04,4.9075
5.044e-04,4.9075
5.046e-04,4.90437
5.048e-04,4.90875
5.050e-04,4.90281
5.052e-04,4.90562
5.054e-04,4.90969
5.056e-04,4.91125
5.058e-04,4.91156
5.060e-04,4.91188
5.062e-04,4.91469
5.064e-04,4.90844
5.066e-04,4.91281
5.068e-04,4.91031
5.070e-04,4.9175
5.072e-04,4.90969
5.074e-04,4.90375
5.076e-04,4.90719
5.078e-04,4.91437
5.080e-04,4.91625
5.082e-04,4.91125
5.084e-04,4.91969
5.086e-04,4.91563
5.088e-04,4.90437
5.090e-04,4.91031
5.092e-04,4.91219
5.094e-04,4.90188
5.096e-04,4.90594
5.098e-04,4.91
5.100e-04,4.91031
5.102e-04,4.90781
5.104e-04,4.91344
5.106e-04,4.90719
5.108e-04,4.91437
5.110e-04,4.90469
5.112e-04,4.915
5.114e-04,4.91375
5.116e-04,4.90969
5.118e-04,4.91219
5.120e-04,4.90688
5.122e-04,4.91312
5.124e-04,4.90437
5.126e-04,4.915
5.128e-04,4.91625
5.130e-04,4.91
5.132e-04,4.90781
5.134e-04,4.90562
5.136e-04,4.91188
5.138e-04,4.90469
5.140e-04,4.91563
5.142e-04,4.90906
5.144e-04,4.91219
5.146e-04,4.90906
5.148e-04,4.90937
5.150e-04,4.90937
5.152e-04,4.91469
5.154e-04,4.90844
5.156e-04,4.91
5.158e-04,4.9175
5.160e-04,4.9175
5.162e-04,4.91188
5.164e-04,4.92312
5.166e-04,4.90625
5.168e-04,4.91188
5.170e-04,4.91938
5.172e-04,4.91094
5.174e-04,4.90281
5.176e-04,4.92031
5.178e-04,4.89875
5.180e-04,4.90281
5.182e-04,4.90781
5.184e-04,4.90625
5.186e-04,4.9125
5.188e-04,4.91312
5.190e-04,4.92156
5.192e-04,4.91219
5.194e-04,4.91437
5.196e-04,4.91031
5.198e-04,4.91375
5.200e-04,4.91437
5.202e-04,4.91469
5.204e-04,4.91563
5.206e-04,4.90969
5.208e-04,4.91094
5.210e-04,4.91125
5.212e-04,4.90469
5.214e-04,4.90562
5.216e-04,4.90281
5.218e-04,4.91125
5.220e-04,4.90937
5.222e-04,4.91906
5.224e-04,4.91469
5.226e-04,4.91563
5.228e-04,4.91656
5.230e-04,4.91375
5.232e-04,4.91344
5.234e-04,4.91594
5.236e-04,4.90875
5.238e-04,4.90781
5.240e-04,4.91406
5.242e-04,4.91312
5.244e-04,4.91437
5.246e-04,4.90594
5.248e-04,4.91375
5.250e-04,4.92094
5.252e-04,4.91938
5.254e-04,4.91875
5.256e-04,4.91688
5.258e-04,4.92344
5.260e-04,4.91156
5.262e-04,4.91812
5.264e-04,4.91125
5.266e-04,4.91469
5.268e-04,4.92156
5.270e-04,4.91063
5.272e-04,4.91656
5.274e-04,4.91031
5.276e-04,4.91156
5.278e-04,4.90781
5.280e-04,4.90969
5.282e-04,4.91625
5.284e-04,4.91281
5.286e-04,4.915
5.288e-04,4.91031
5.290e-04,4.92156
5.292e-04,4.91625
5.294e-04,4.91469
5.296e-04,4.91406
5.298e-04,4.92156
5.300e-04,4.91875
5.302e-04,4.91094
5.304e-04,4.90656
5.306e-04,4.91437
5.308e-04,4.91312
5.310e-04,4.91063
5.312e-04,4.92031
5.314e-04,4.91344
5.316e-04,4.91125
5.318e-04,4.91625
5.320e-04,4.91125
5.322e-04,4.90375
5.324e-04,4.91938
5.326e-04,4.91063
5.328e-04,4.91625
5.330e-04,4.91406
5.332e-04,4.91125
5.334e-04,4.90688
5.336e-04,4.90437
5.338e-04,4.91094
5.340e-04,4.91219
5.342e-04,4.90656
5.344e-04,4.90625
5.346e-04,4.91312
5.348e-04,4.91063
5.350e-04,4.90969
5.352e-04,4.91094
5.354e-04,4.915
5.356e-04,4.90937
5.358e-04,4.91063
5.360e-04,4.91125
5.362e-04,4.91156
5.364e-04,4.91625
5.366e-04,4.91125
5.368e-04,4.91625
5.370e-04,4.91312
5.372e-04,4.91531
5.374e-04,4.90625
5.376e-04,4.91469
5.378e-04,4.90969
5.380e-04,4.90969
5.382e-04,4.9125
5.384e-04,4.91031
5.386e-04,4.90688
5.388e-04,4.91563
5.390e-04,4.91125
5.392e-04,4.91031
5.394e-04,4.90781
5.396e-04,4.91719
5.398e-04,4.91594
5.400e-04,4.925
5.402e-04,4.91719
5.404e-04,4.915
5.406e-04,4.91719
5.408e-04,4.90906
5.410e-04,4.9125
5.412e-04,4.91344
5.414e-04,4.91344
5.416e-04,4.90844
5.418e-04,4.92031
5.420e-04,4.90875
5.422e-04,4.91469
5.424e-04,4.91563
5.426e-04,4.92469
5.428e-04,4.90906
5.430e-04,4.91437
5.432e-04,4.91281
5.434e-04,4.91375
5.436e-04,4.9075
5.438e-04,4.91719
5.440e-04,4.91469
5.442e-04,4.90875
5.444e-04,4.91375
5.446e-04,4.91281
5.448e-04,4.91312
5.450e-04,4.90906
5.452e-04,4.91719
5.454e-04,4.91594
5.456e-04,4.90313
5.458e-04,4.91063
5.460e-04,4.90375
5.462e-04,4.91188
5.464e-04,4.91781
5.466e-04,4.92438
5.468e-04,4.915
5.470e-04,4.915
5.472e-04,4.91531
5.474e-04,4.9125
5.476e-04,4.91063
5.478e-04,4.91437
5.480e-04,4.91563
5.482e-04,4.90344
5.484e-04,4.90969
5.486e-04,4.9075
5.488e-04,4.91812
5.490e-04,4.92031
5.492e-04,4.91094
5.494e-04,4.91188
5.496e-04,4.91281
5.498e-04,4.91875
5.500e-04,4.91437
5.502e-04,4.91594
5.504e-04,4.91469
5.506e-04,4.91156
5.508e-04,4.91781
5.510e-04,4.915
5.512e-04,4.91938
5.514e-04,4.91281
5.516e-04,4.91125
5.518e-04,4.91531
5.520e-04,4.91219
5.522e-04,4.91469
5.524e-04,4.91594
5.526e-04,4.91156
5.528e-04,4.91125
5.530e-04,4.91969
5.532e-04,4.91531
5.534e-04,4.91563
5.536e-04,4.91531
5.538e-04,4.91656
5.540e-04,4.91719
5.542e-04,4.91031
5.544e-04,4.905
5.546e-04,4.90562
5.548e-04,4.91063
5.550e-04,4.91063
5.552e-04,4.90875
5.554e-04,4.91031
5.556e-04,4.91219
5.558e-04,4.915
5.560e-04,4.91437
5.562e-04,4.91594
5.564e-04,4.91594
5.566e-04,4.91688
5.568e-04,4.9125
5.570e-04,4.91625
5.572e-04,4.91812
5.574e-04,4.9175
5.576e-04,4.91688
5.578e-04,4.9125
5.580e-04,4.91656
5.582e-04,4.92031
5.584e-04,4.90906
5.586e-04,4.90813
5.588e-04,4.91563
5.590e-04,4.91406
5.592e-04,4.91469
5.594e-04,4.905
5.596e-04,4.91063
5.598e-04,4.91563
5.600e-04,4.92094
5.602e-04,4.92188
5.604e-04,4.915
5.606e-04,4.91469
5.608e-04,4.90844
5.610e-04,4.90906
5.612e-04,4.92781
5.614e-04,4.91219
5.616e-04,4.90937
5.618e-04,4.91781
5.620e-04,4.91563
5.622e-04,4.9125
5.624e-04,4.91375
5.626e-04,4.91031
5.628e-04,4.91281
5.630e-04,4.91531
5.632e-04,4.91688
5.634e-04,4.91906
5.636e-04,4.90875
5.638e-04,4.91
5.640e-04,4.92156
5.642e-04,4.90656
5.644e-04,4.91406
5.646e-04,4.91094
5.648e-04,4.91406
5.650e-04,4.90969
5.652e-04,4.91563
5.654e-04,4.9175
5.656e-04,4.90844
5.658e-04,4.91437
5.660e-04,4.91156
5.662e-04,4.91688
5.664e-04,4.91875
5.666e-04,4.91688
5.668e-04,4.92594
5.670e-04,4.92094
5.672e-04,4.91906
5.674e-04,4.91969
5.676e-04,4.91969
5.678e-04,4.91312
5.680e-04,4.92344
5.682e-04,4.91125
5.684e-04,4.91281
5.686e-04,4.915
5.688e-04,4.90969
5.690e-04,4.91375
5.692e-04,4.91281
5.694e-04,4.91156
5.696e-04,4.91437
5.698e-04,4.9175
5.700e-04,4.91875
5.702e-04,4.92469
5.704e-04,4.91656
5.706e-04,4.92125
5.708e-04,4.91125
5.710e-04,4.91812
5.712e-04,4.91563
5.714e-04,4.92594
5.716e-04,4.91656
5.718e-04,4.91125
5.720e-04,4.90437
5.722e-04,4.90813
5.724e-04,4.91938
5.726e-04,4.92
5.728e-04,4.91219
5.730e-04,4.92031
5.732e-04,4.91594
5.734e-04,4.915
5.736e-04,4.91563
5.738e-04,4.92
5.740e-04,4.915
5.742e-04,4.91
5.744e-04,4.9125
5.746e-04,4.91719
5.748e-04,4.91781
5.750e-04,4.90906
5.752e-04,4.91219
5.754e-04,4.91156
5.756e-04,4.91781
5.758e-04,4.91406
5.760e-04,4.91719
5.762e-04,4.91219
5.764e-04,4.91406
5.766e-04,4.91
5.768e-04,4.91656
5.770e-04,4.91781
5.772e-04,4.91375
5.774e-04,4.91938
5.776e-04,4.91781
5.778e-04,4.92219
5.780e-04,4.91219
5.782e-04,4.9125
5.784e-04,4.90906
5.786e-04,4.91375
5.788e-04,4.9125
5.790e-04,4.91688
5.792e-04,4.92
5.794e-04,4.91688
5.796e-04,4.92813
5.798e-04,4.91563
5.800e-04,4.915
5.802e-04,4.92281
5.804e-04,4.91812
5.806e-04,4.92094
5.808e-04,4.91938
5.810e-04,4.91875
5.812e-04,4.91906
5.814e-04,4.91125
5.816e-04,4.9075
5.818e-04,4.91688
5.820e-04,4.91344
5.822e-04,4.91375
5.824e-04,4.91437
5.826e-04,4.91688
5.828e-04,4.91219
5.830e-04,4.92531
5.832e-04,4.91719
5.834e-04,4.91812
5.836e-04,4.91594
5.838e-04,4.91125
5.840e-04,4.91688
5.842e-04,4.91031
5.844e-04,4.91188
5.846e-04,4.91312
5.848e-04,4.90781
5.850e-04,4.91969
5.852e-04,4.91156
5.854e-04,4.91938
5.856e-04,4.91
5.858e-04,4.91
5.860e-04,4.91437
5.862e-04,4.91688
5.864e-04,4.91531
5.866e-04,4.91437
5.868e-04,4.91375
5.870e-04,4.91594
5.872e-04,4.91469
5.874e-04,4.91469
5.876e-04,4.91563
5.878e-04,4.91656
5.880e-04,4.91406
5.882e-04,4.91063
5.884e-04,4.91906
5.886e-04,4.91188
5.888e-04,4.91437
5.890e-04,4.915
5.892e-04,4.9125
5.894e-04,4.91437
5.896e-04,4.9125
5.898e-04,4.91344
5.900e-04,4.9125
5.902e-04,4.90625
5.904e-04,4.91594
5.906e-04,4.91156
5.908e-04,4.91
5.910e-04,4.91094
5.912e-04,4.90719
5.914e-04,4.91188
5.916e-04,4.91125
5.918e-04,4.91031
5.920e-04,4.91469
5.922e-04,4.90813
5.924e-04,4.91
5.926e-04,4.90344
5.928e-04,4.9125
5.930e-04,4.91375
5.932e-04,4.91375
5.934e-04,4.91375
5.936e-04,4.9125
5.938e-04,4.91625
5.940e-04,4.91688
5.942e-04,4.91437
5.944e-04,4.92094
5.946e-04,4.91656
5.948e-04,4.9175
5.950e-04,4.91938
5.952e-04,4.90781
5.954e-04,4.91094
5.956e-04,4.91594
5.958e-04,4.91094
5.960e-04,4.91281
5.962e-04,4.9125
5.964e-04,4.91938
5.966e-04,4.91406
5.968e-04,4.91125
5.970e-04,4.91719
5.972e-04,4.91938
5.974e-04,4.91094
5.976e-04,4.91469
5.978e-04,4.91188
5.980e-04,4.92125
5.982e-04,4.91531
5.984e-04,4.90906
5.986e-04,4.91281
5.988e-04,4.91063
5.990e-04,4.91219
5.992e-04,4.90875
5.994e-04,4.91156
5.996e-04,4.90937
5.998e-04,4.91875
6.000e-04,4.91188
6.002e-04,4.91437
6.004e-04,4.9175
6.006e-04,4.91938
6.008e-04,4.91188
6.010e-04,4.91688
6.012e-04,4.91563
6.014e-04,4.91469
6.016e-04,4.91344
6.018e-04,4.91
6.020e-04,4.90469
6.022e-04,4.90875
6.024e-04,4.90719
6.026e-04,4.91375
6.028e-04,4.91
6.030e-04,4.90937
6.032e-04,4.91406
6.034e-04,4.92125
6.036e-04,4.91375
6.038e-04,4.90969
6.040e-04,4.91437
6.042e-04,4.91688
6.044e-04,4.90969
6.046e-04,4.90875
6.048e-04,4.90656
6.050e-04,4.91437
6.052e-04,4.90969
6.054e-04,4.91437
6.056e-04,4.91094
6.058e-04,4.91156
6.060e-04,4.90906
6.062e-04,4.91688
6.064e-04,4.91688
6.066e-04,4.91437
6.068e-04,4.9125
6.070e-04,4.91875
6.072e-04,4.91531
6.074e-04,4.9125
6.076e-04,4.9125
6.078e-04,4.91312
6.080e-04,4.91969
6.082e-04,4.9175
6.084e-04,4.91375
6.086e-04,4.91344
6.088e-04,4.91625
6.090e-04,4.91125
6.092e-04,4.90469
6.094e-04,4.9125
6.096e-04,4.91094
6.098e-04,4.90719
6.100e-04,4.90969
6.102e-04,4.9125
6.104e-04,4.90469
6.106e-04,4.91156
6.108e-04,4.91437
6.110e-04,4.90437
6.112e-04,4.91406
6.114e-04,4.91188
6.116e-04,4.90719
6.118e-04,4.9
6.120e-04,4.91063
6.122e-04,4.91719
6.124e-04,4.90969
6.126e-04,4.91031
6.128e-04,4.915
6.130e-04,4.91437
6.132e-04,4.91312
6.134e-04,4.90281
6.136e-04,4.91219
6.138e-04,4.90969
6.140e-04,4.91563
6.142e-04,4.91437
6.144e-04,4.9125
6.146e-04,4.91219
6.148e-04,4.91094
6.150e-04,4.91375
6.152e-04,4.90906
6.154e-04,4.91344
6.156e-04,4.91094
6.158e-04,4.92
6.160e-04,4.90313
6.162e-04,4.91312
6.164e-04,4.92031
6.166e-04,4.91219
6.168e-04,4.90031
6.170e-04,4.91188
6.172e-04,4.9125
6.174e-04,4.9075
6.176e-04,4.91156
6.178e-04,4.91281
6.180e-04,4.91125
6.182e-04,4.91094
6.184e-04,4.91094
6.186e-04,4.91938
6.188e-04,4.90969
6.190e-04,4.91125
6.192e-04,4.91563
6.194e-04,4.91125
6.196e-04,4.90844
6.198e-04,4.91531
6.200e-04,4.91312
6.202e-04,4.91219
6.204e-04,4.91125
6.206e-04,4.91437
6.208e-04,4.915
6.210e-04,4.9075
6.212e-04,4.91688
6.214e-04,4.90469
6.216e-04,4.91406
6.218e-04,4.9175
6.220e-04,4.905
6.222e-04,4.90719
6.224e-04,4.91
6.226e-04,4.91031
6.228e-04,4.905
6.230e-04,4.91063
6.232e-04,4.90969
6.234e-04,4.90875
6.236e-04,4.91406
6.238e-04,4.90688
6.240e-04,4.90844
6.242e-04,4.91781
6.244e-04,4.91031
6.246e-04,4.90969
6.248e-04,4.90656
6.250e-04,4.90469
6.252e-04,4.90969
6.254e-04,4.91844
6.256e-04,4.90875
6.258e-04,4.90281
6.260e-04,4.91469
6.262e-04,4.91063
6.264e-04,4.91719
6.266e-04,4.90313
6.268e-04,4.91031
6.270e-04,4.90906
6.272e-04,4.91312
6.274e-04,4.91125
6.276e-04,4.91281
6.278e-04,4.91219
6.280e-04,4.90594
6.282e-04,4.90625
6.284e-04,4.90906
6.286e-04,4.90781
6.288e-04,4.91375
6.290e-04,4.90719
6.292e-04,4.91156
6.294e-04,4.91344
6.296e-04,4.90875
6.298e-04,4.89906
6.300e-04,4.90844
6.302e-04,4.90719
6.304e-04,4.91844
6.306e-04,4.91469
6.308e-04,4.91094
6.310e-04,4.91031
6.312e-04,4.90813
6.314e-04,4.91688
6.316e-04,4.90469
6.318e-04,4.90719
6.320e-04,4.90656
6.322e-04,4.91063
6.324e-04,4.90375
6.326e-04,4.90781
6.328e-04,4.91344
6.330e-04,4.91063
6.332e-04,4.90375
6.334e-04,4.90406
6.336e-04,4.90656
6.338e-04,4.91375
6.340e-04,4.91312
6.342e-04,4.91188
6.344e-04,4.91906
6.346e-04,4.91063
6.348e-04,4.9225
6.350e-04,4.905
6.352e-04,4.91469
6.354e-04,4.90688
6.356e-04,4.91437
6.358e-04,4.90875
6.360e-04,4.91344
6.362e-04,4.91281
6.364e-04,4.90313
6.366e-04,4.91688
6.368e-04,4.91563
6.370e-04,4.91188
6.372e-04,4.905
6.374e-04,4.91688
6.376e-04,4.91625
6.378e-04,4.92063
6.380e-04,4.91719
6.382e-04,4.91938
6.384e-04,4.90813
6.386e-04,4.915
6.388e-04,4.91
6.390e-04,4.90937
6.392e-04,4.915
6.394e-04,4.91437
6.396e-04,4.90688
6.398e-04,4.91312
6.400e-04,4.91312
6.402e-04,4.91188
6.404e-04,4.91719
6.406e-04,4.90719
6.408e-04,4.90781
6.410e-04,4.91406
6.412e-04,4.91938
6.414e-04,4.91
6.416e-04,4.915
6.418e-04,4.90344
6.420e-04,4.91188
6.422e-04,4.90562
6.424e-04,4.91031
6.426e-04,4.91281
6.428e-04,4.91469
6.430e-04,4.90656
6.432e-04,4.89938
6.434e-04,4.90313
6.436e-04,4.9125
6.438e-04,4.91719
6.440e-04,4.91563
6.442e-04,4.9075
6.444e-04,4.91938
6.446e-04,4.91312
6.448e-04,4.91938
6.450e-04,4.91094
6.452e-04,4.91125
6.454e-04,4.91656
6.456e-04,4.90937
6.458e-04,4.90813
6.460e-04,4.91031
6.462e-04,4.90813
6.464e-04,4.9125
6.466e-04,4.9125
6.468e-04,4.90688
6.470e-04,4.91531
6.472e-04,4.91281
6.474e-04,4.9075
6.476e-04,4.91469
6.478e-04,4.91094
6.480e-04,4.91
6.482e-04,4.91188
6.484e-04,4.92687
6.486e-04,4.91094
6.488e-04,4.91469
6.490e-04,4.91281
6.492e-04,4.91875
6.494e-04,4.91938
6.496e-04,4.91156
6.498e-04,4.91344
6.500e-04,4.90813
6.502e-04,4.91688
6.504e-04,4.91781
6.506e-04,4.91312
6.508e-04,4.91063
6.510e-04,4.91031
6.512e-04,4.92094
6.514e-04,4.91938
6.516e-04,4.91938
6.518e-04,4.91594
6.520e-04,4.90813
6.522e-04,4.91656
6.524e-04,4.91406
6.526e-04,4.90813
6.528e-04,4.90937
6.530e-04,4.91188
6.532e-04,4.91312
6.534e-04,4.91063
6.536e-04,4.91719
6.538e-04,4.91437
6.540e-04,4.91531
6.542e-04,4.91344
6.544e-04,4.905
6.546e-04,4.90937
6.548e-04,4.9175
6.550e-04,4.91094
6.552e-04,4.915
6.554e-04,4.90969
6.556e-04,4.91063
6.558e-04,4.91656
6.560e-04,4.91812
6.562e-04,4.91375
6.564e-04,4.90406
6.566e-04,4.91188
6.568e-04,4.91375
6.570e-04,4.90594
6.572e-04,4.91344
6.574e-04,4.90937
6.576e-04,4.91938
6.578e-04,4.9175
6.580e-04,4.91563
6.582e-04,4.91875
6.584e-04,4.91625
6.586e-04,4.91344
6.588e-04,4.91563
6.590e-04,4.91094
6.592e-04,4.91656
6.594e-04,4.91156
6.596e-04,4.91375
6.598e-04,4.91094
6.600e-04,4.91344
6.602e-04,4.91
6.604e-04,4.9125
6.606e-04,4.90906
6.608e-04,4.91563
6.610e-04,4.91594
6.612e-04,4.91625
6.614e-04,4.92281
6.616e-04,4.91563
6.618e-04,4.91125
6.620e-04,4.91437
6.622e-04,4.91594
6.624e-04,4.91437
6.626e-04,4.91219
6.628e-04,4.91375
6.630e-04,4.91156
6.632e-04,4.91906
6.634e-04,4.9075
6.636e-04,4.90937
6.638e-04,4.9075
6.640e-04,4.9175
6.642e-04,4.90375
6.644e-04,4.91563
6.646e-04,4.90875
6.648e-04,4.91344
6.650e-04,4.91406
6.652e-04,4.90813
6.654e-04,4.915
6.656e-04,4.91656
6.658e-04,4.91469
6.660e-04,4.91625
6.662e-04,4.91094
6.664e-04,4.91188
6.666e-04,4.92063
6.668e-04,4.91219
6.670e-04,4.91875
6.672e-04,4.91
6.674e-04,4.91531
6.676e-04,4.91938
6.678e-04,4.91563
6.680e-04,4.91969
6.682e-04,4.9175
6.684e-04,4.91188
6.686e-04,4.91844
6.688e-04,4.92094
6.690e-04,4.9175
6.692e-04,4.90937
6.694e-04,4.91531
6.696e-04,4.91719
6.698e-04,4.91844
6.700e-04,4.915
6.702e-04,4.91844
6.704e-04,4.91375
6.706e-04,4.905
6.708e-04,4.91063
6.710e-04,4.92344
6.712e-04,4.91125
6.714e-04,4.92188
6.716e-04,4.91688
6.718e-04,4.91531
6.720e-04,4.91063
6.722e-04,4.91125
6.724e-04,4.91969
6.726e-04,4.9125
6.728e-04,4.9175
6.730e-04,4.91437
6.732e-04,4.91531
6.734e-04,4.91656
6.736e-04,4.91906
6.738e-04,4.92219
6.740e-04,4.91219
6.742e-04,4.91469
6.744e-04,4.92406
6.746e-04,4.92
6.748e-04,4.91469
6.750e-04,4.92063
6.752e-04,4.91594
6.754e-04,4.92156
6.756e-04,4.91312
6.758e-04,4.91563
6.760e-04,4.91406
6.762e-04,4.91125
6.764e-04,4.90937
6.766e-04,4.91844
6.768e-04,4.91188
6.770e-04,4.91437
6.772e-04,4.91437
6.774e-04,4.915
6.776e-04,4.91781
6.778e-04,4.91219
6.780e-04,4.92281
6.782e-04,4.92063
6.784e-04,4.9075
6.786e-04,4.92188
6.788e-04,4.91875
6.790e-04,4.91531
6.792e-04,4.90594
6.794e-04,4.90875
6.796e-04,4.90937
6.798e-04,4.91094
6.800e-04,4.915
6.802e-04,4.915
6.804e-04,4.91938
6.806e-04,4.91656
6.808e-04,4.91031
6.810e-04,4.91594
6.812e-04,4.91625
6.814e-04,4.91281
6.816e-04,4.91625
6.818e-04,4.91531
6.820e-04,4.91531
6.822e-04,4.91906
6.824e-04,4.915
6.826e-04,4.91437
6.828e-04,4.9075
6.830e-04,4.91281
6.832e-04,4.91469
6.834e-04,4.91125
6.836e-04,4.91469
6.838e-04,4.91563
6.840e-04,4.91437
6.842e-04,4.91531
6.844e-04,4.90906
6.846e-04,4.91219
6.848e-04,4.90906
6.850e-04,4.91312
6.852e-04,4.90594
6.854e-04,4.91281
6.856e-04,4.91094
6.858e-04,4.9175
6.860e-04,4.91406
6.862e-04,4.90688
6.864e-04,4.91063
6.866e-04,4.90969
6.868e-04,4.91969
6.870e-04,4.91063
6.872e-04,4.91219
6.874e-04,4.91
6.876e-04,4.91156
6.878e-04,4.90656
6.880e-04,4.91125
6.882e-04,4.91625
6.884e-04,4.91625
6.886e-04,4.9175
6.888e-04,4.91406
6.890e-04,4.91531
6.892e-04,4.91781
6.894e-04,4.91188
6.896e-04,4.91437
6.898e-04,4.91969
6.900e-04,4.91094
6.902e-04,4.90125
6.904e-04,4.91625
6.906e-04,4.92188
6.908e-04,4.91594
6.910e-04,4.91063
6.912e-04,4.91594
6.914e-04,4.915
6.916e-04,4.91906
6.918e-04,4.92281
6.920e-04,4.92094
6.922e-04,4.91844
6.924e-04,4.91125
6.926e-04,4.91312
6.928e-04,4.91125
6.930e-04,4.90781
6.932e-04,4.91031
6.934e-04,4.91688
6.936e-04,4.9075
6.938e-04,4.91531
6.940e-04,4.91437
6.942e-04,4.91031
6.944e-04,4.915
6.946e-04,4.91281
6.948e-04,4.91812
6.950e-04,4.91812
6.952e-04,4.91344
6.954e-04,4.91
6.956e-04,4.91156
6.958e-04,4.91688
6.960e-04,4.91531
6.962e-04,4.915
6.964e-04,4.91531
6.966e-04,4.90594
6.968e-04,4.91094
6.970e-04,4.90813
6.972e-04,4.91406
6.974e-04,4.90844
6.976e-04,4.90875
6.978e-04,4.91563
6.980e-04,4.92281
6.982e-04,4.91094
6.984e-04,4.91219
6.986e-04,4.92
6.988e-04,4.91344
6.990e-04,4.91031
6.992e-04,4.91375
6.994e-04,4.91594
6.996e-04,4.91312
6.998e-04,4.91219
7.000e-04,4.91531
7.002e-04,4.91
7.004e-04,4.91938
7.006e-04,4.91188
7.008e-04,4.905
7.010e-04,4.91344
7.012e-04,4.90906
7.014e-04,4.90937
7.016e-04,4.91
7.018e-04,4.915
7.020e-04,4.90781
7.022e-04,4.91188
7.024e-04,4.90875
7.026e-04,4.90937
7.028e-04,4.90375
7.030e-04,4.905
7.032e-04,4.91344
7.034e-04,4.91
7.036e-04,4.90125
7.038e-04,4.9075
7.040e-04,4.90906
7.042e-04,4.91156
7.044e-04,4.91125
7.046e-04,4.91219
7.048e-04,4.90719
7.050e-04,4.9075
7.052e-04,4.91812
7.054e-04,4.90875
7.056e-04,4.91156
7.058e-04,4.91531
7.060e-04,4.91688
7.062e-04,4.915
7.064e-04,4.91094
7.066e-04,4.91281
7.068e-04,4.91375
7.070e-04,4.91406
7.072e-04,4.91312
7.074e-04,4.91063
7.076e-04,4.90844
7.078e-04,4.9125
7.080e-04,4.90875
7.082e-04,4.91344
7.084e-04,4.90937
7.086e-04,4.91281
7.088e-04,4.90719
7.090e-04,4.91875
7.092e-04,4.91688
7.094e-04,4.90719
7.096e-04,4.90188
7.098e-04,4.90625
7.100e-04,4.91594
7.102e-04,4.90281
7.104e-04,4.90562
7.106e-04,4.91312
7.108e-04,4.905
7.110e-04,4.91063
7.112e-04,4.91219
7.114e-04,4.91312
7.116e-04,4.90719
7.118e-04,4.91594
7.120e-04,4.90969
7.122e-04,4.91156
7.124e-04,4.91437
7.126e-04,4.91469
7.128e-04,4.91312
7.130e-04,4.91156
7.132e-04,4.91437
7.134e-04,4.91437
7.136e-04,4.90813
7.138e-04,4.91563
7.140e-04,4.91312
7.142e-04,4.91125
7.144e-04,4.90844
7.146e-04,4.91156
7.148e-04,4.91719
7.150e-04,4.91469
7.152e-04,4.91312
7.154e-04,4.90969
7.156e-04,4.92
7.158e-04,4.91281
7.160e-04,4.91
7.162e-04,4.91563
7.164e-04,4.91063
7.166e-04,4.90969
7.168e-04,4.91375
7.170e-04,4.91219
7.172e-04,4.90688
7.174e-04,4.91281
7.176e-04,4.9075
7.178e-04,4.91437
7.180e-04,4.91188
7.182e-04,4.91875
7.184e-04,4.91781
7.186e-04,4.91719
7.188e-04,4.91875
7.190e-04,4.91469
7.192e-04,4.91437
7.194e-04,4.91688
7.196e-04,4.9175
7.198e-04,4.91719
7.200e-04,4.91156
7.202e-04,4.91594
7.204e-04,4.91531
7.206e-04,4.91125
7.208e-04,4.91
7.210e-04,4.90906
7.212e-04,4.91625
7.214e-04,4.91125
7.216e-04,4.91375
7.218e-04,4.90781
7.220e-04,4.91375
7.222e-04,4.92344
7.224e-04,4.91469
7.226e-04,4.90813
7.228e-04,4.91656
7.230e-04,4.91437
7.232e-04,4.90719
7.234e-04,4.90875
7.236e-04,4.90844
7.238e-04,4.90906
7.240e-04,4.91219
7.242e-04,4.90625
7.244e-04,4.905
7.246e-04,4.91906
7.248e-04,4.91656
7.250e-04,4.915
7.252e-04,4.90719
